#ISSUEDATE,EXPIREDATE,ISSUEWFO,MESSAGEID,MESSAGETYPE,WARNINGTYPE
2015-12-24 01:12:00.0,2015-12-24 01:45:00.0,KILN,240112,WFUS51,TORNADO
2015-12-24 01:12:00.0,2015-12-24 01:45:00.0,KOHX,240112,WFUS54,TORNADO
2015-12-24 01:12:00.0,2015-12-24 02:00:00.0,KILN,240112,WUUS51,SEVERE THUNDERSTORM
2015-12-24 01:15:00.0,2015-12-24 01:45:00.0,KILN,240115,WFUS51,TORNADO
2015-12-24 01:19:00.0,2015-12-24 01:45:00.0,KHUN,240119,WUUS54,SEVERE THUNDERSTORM
2015-12-24 01:21:00.0,2015-12-24 02:15:00.0,KLWX,240121,WHUS51,SPECIAL MARINE
2015-12-24 01:23:00.0,2015-12-24 02:00:00.0,KLMK,240123,WUUS53,SEVERE THUNDERSTORM
2015-12-24 01:24:00.0,2015-12-24 02:00:00.0,KLMK,240124,WUUS53,SEVERE THUNDERSTORM
2015-12-24 01:30:00.0,2015-12-24 02:00:00.0,KOHX,240130,WFUS54,TORNADO
2015-12-24 01:30:00.0,2015-12-24 02:00:00.0,KOHX,240130,WFUS54,TORNADO
2015-12-24 01:33:00.0,2015-12-24 02:00:00.0,KOHX,240133,WFUS54,TORNADO
2015-12-24 01:39:00.0,2015-12-24 02:15:00.0,KLMK,240139,WUUS53,SEVERE THUNDERSTORM
2015-12-24 01:58:00.0,2015-12-24 02:30:00.0,KOHX,240158,WFUS54,TORNADO
2015-12-24 01:58:00.0,2015-12-24 02:45:00.0,KJAN,240158,WUUS54,SEVERE THUNDERSTORM
2015-12-24 01:59:00.0,2015-12-24 02:45:00.0,KLMK,240159,WUUS53,SEVERE THUNDERSTORM
2015-12-24 02:09:00.0,2015-12-24 02:45:00.0,KOHX,240209,WFUS54,TORNADO
2015-12-24 02:12:00.0,2015-12-24 02:45:00.0,KOHX,240212,WUUS54,SEVERE THUNDERSTORM
2015-12-24 02:17:00.0,2015-12-24 02:45:00.0,KOHX,240217,WFUS54,TORNADO
2015-12-24 02:20:00.0,2015-12-24 03:30:00.0,KJKL,240220,WUUS53,SEVERE THUNDERSTORM
2015-12-24 02:24:00.0,2015-12-24 03:00:00.0,KOHX,240224,WFUS54,TORNADO
2015-12-24 02:38:00.0,2015-12-24 03:00:00.0,KLMK,240238,WUUS53,SEVERE THUNDERSTORM
2015-12-24 02:41:00.0,2015-12-24 03:00:00.0,KLMK,240241,WUUS53,SEVERE THUNDERSTORM
2015-12-24 02:44:00.0,2015-12-24 03:15:00.0,KOHX,240244,WUUS54,SEVERE THUNDERSTORM
2015-12-24 02:50:00.0,2015-12-24 03:15:00.0,KOHX,240250,WFUS54,TORNADO
2015-12-24 03:01:00.0,2015-12-24 03:30:00.0,KLMK,240301,WUUS53,SEVERE THUNDERSTORM
2015-12-24 03:02:00.0,2015-12-24 03:45:00.0,KPBZ,240302,WUUS51,SEVERE THUNDERSTORM
2015-12-24 03:15:00.0,2015-12-24 03:45:00.0,KJAN,240315,WUUS54,SEVERE THUNDERSTORM
2015-12-24 03:15:00.0,2015-12-24 06:15:00.0,KOHX,240315,WGUS54,FLASH FLOOD
2015-12-24 03:53:00.0,2015-12-24 04:45:00.0,KRLX,240353,WUUS51,SEVERE THUNDERSTORM
2015-12-24 04:03:00.0,2015-12-24 04:30:00.0,KLMK,240403,WUUS53,SEVERE THUNDERSTORM
2015-12-24 04:10:00.0,2015-12-24 04:45:00.0,KHUN,240410,WUUS54,SEVERE THUNDERSTORM
2015-12-24 04:14:00.0,2015-12-24 05:00:00.0,KLMK,240414,WUUS53,SEVERE THUNDERSTORM
2015-12-24 04:20:00.0,2015-12-24 05:00:00.0,KLMK,240420,WUUS53,SEVERE THUNDERSTORM
2015-12-24 04:23:00.0,2015-12-24 05:00:00.0,KHUN,240423,WUUS54,SEVERE THUNDERSTORM
2015-12-24 04:24:00.0,2015-12-24 05:00:00.0,KOHX,240424,WFUS54,TORNADO
2015-12-24 04:40:00.0,2015-12-24 10:45:00.0,KTAE,240440,WGUS52,FLASH FLOOD
2015-12-24 04:50:00.0,2015-12-24 05:15:00.0,KOHX,240450,WUUS54,SEVERE THUNDERSTORM
2015-12-24 04:57:00.0,2015-12-24 05:30:00.0,KLMK,240457,WUUS53,SEVERE THUNDERSTORM
2015-12-24 05:01:00.0,2015-12-24 05:30:00.0,KOHX,240501,WUUS54,SEVERE THUNDERSTORM
2015-12-24 05:04:00.0,2015-12-24 05:45:00.0,KJKL,240504,WUUS53,SEVERE THUNDERSTORM
2015-12-24 05:13:00.0,2015-12-24 05:45:00.0,KOHX,240513,WUUS54,SEVERE THUNDERSTORM
2015-12-24 05:45:00.0,2015-12-24 10:45:00.0,KTAE,240545,WGUS52,FLASH FLOOD
2015-12-24 06:06:00.0,2015-12-24 06:30:00.0,KTAE,240606,WUUS52,SEVERE THUNDERSTORM
2015-12-24 06:41:00.0,2015-12-24 09:45:00.0,KBMX,240641,WGUS54,FLASH FLOOD
2015-12-24 06:42:00.0,2015-12-24 07:15:00.0,KTAE,240642,WUUS52,SEVERE THUNDERSTORM
2015-12-24 07:20:00.0,2015-12-24 07:45:00.0,KHUN,240720,WUUS54,SEVERE THUNDERSTORM
2015-12-24 07:53:00.0,2015-12-24 08:30:00.0,KFFC,240753,WUUS52,SEVERE THUNDERSTORM
2015-12-24 08:05:00.0,2015-12-24 10:00:00.0,KDTX,240805,WHUS53,SPECIAL MARINE
2015-12-24 08:34:00.0,2015-12-24 09:15:00.0,KTAE,240834,WFUS52,TORNADO
2015-12-24 08:48:00.0,2015-12-24 09:30:00.0,KFFC,240848,WUUS52,SEVERE THUNDERSTORM
2015-12-24 09:37:00.0,2015-12-24 10:15:00.0,KBMX,240937,WFUS54,TORNADO
2015-12-24 10:04:00.0,2015-12-24 10:45:00.0,KFFC,241004,WUUS52,SEVERE THUNDERSTORM
2015-12-24 10:06:00.0,2015-12-24 10:30:00.0,KFFC,241006,WFUS52,TORNADO
2015-12-24 10:31:00.0,2015-12-24 11:30:00.0,KBMX,241031,WFUS54,TORNADO
2015-12-24 10:38:00.0,2015-12-24 13:45:00.0,KTAE,241038,WGUS52,FLASH FLOOD
2015-12-24 10:44:00.0,2015-12-24 11:15:00.0,KFFC,241044,WUUS52,SEVERE THUNDERSTORM
2015-12-24 12:07:00.0,2015-12-24 12:30:00.0,KFFC,241207,WUUS52,SEVERE THUNDERSTORM
2015-12-24 12:09:00.0,2015-12-24 18:00:00.0,KFFC,241209,WGUS52,FLASH FLOOD
2015-12-24 12:10:00.0,2015-12-24 13:15:00.0,KLIX,241210,WHUS54,SPECIAL MARINE
2015-12-24 12:31:00.0,2015-12-24 18:30:00.0,KFFC,241231,WGUS52,FLASH FLOOD
2015-12-24 12:38:00.0,2015-12-24 18:30:00.0,KFFC,241238,WGUS52,FLASH FLOOD
2015-12-24 12:47:00.0,2015-12-24 18:45:00.0,KRNK,241247,WGUS51,FLASH FLOOD
2015-12-24 13:01:00.0,2015-12-24 19:00:00.0,KFFC,241301,WGUS52,FLASH FLOOD
2015-12-24 13:07:00.0,2015-12-24 16:00:00.0,KGSP,241307,WGUS52,FLASH FLOOD
2015-12-24 13:12:00.0,2015-12-24 16:15:00.0,KBMX,241312,WGUS54,FLASH FLOOD
2015-12-24 13:19:00.0,2015-12-24 19:15:00.0,KFFC,241319,WGUS52,FLASH FLOOD
2015-12-24 13:25:00.0,2015-12-24 16:30:00.0,KGSP,241325,WGUS52,FLASH FLOOD
2015-12-24 13:25:00.0,2015-12-24 16:30:00.0,KGSP,241325,WGUS52,FLASH FLOOD
2015-12-24 13:36:00.0,2015-12-24 14:00:00.0,KPHI,241336,WUUS51,SEVERE THUNDERSTORM
2015-12-24 13:38:00.0,2015-12-24 14:15:00.0,KPHI,241338,WHUS51,SPECIAL MARINE
2015-12-24 13:40:00.0,2015-12-24 16:45:00.0,KBMX,241340,WGUS54,FLASH FLOOD
2015-12-24 13:44:00.0,2015-12-24 16:45:00.0,KGSP,241344,WGUS52,FLASH FLOOD
2015-12-24 13:44:00.0,2015-12-24 19:45:00.0,KFFC,241344,WGUS52,FLASH FLOOD
2015-12-24 13:44:00.0,2015-12-24 19:45:00.0,KFFC,241344,WGUS52,FLASH FLOOD
2015-12-24 13:46:00.0,2015-12-24 15:15:00.0,KTAE,241346,WGUS52,FLASH FLOOD
2015-12-24 13:51:00.0,2015-12-24 19:45:00.0,KRNK,241351,WGUS51,FLASH FLOOD
2015-12-24 14:03:00.0,2015-12-24 17:00:00.0,KBMX,241403,WGUS54,FLASH FLOOD
2015-12-24 14:07:00.0,2015-12-24 14:30:00.0,KLIX,241407,WHUS54,SPECIAL MARINE
2015-12-24 14:15:00.0,2015-12-24 14:45:00.0,KTAE,241415,WFUS52,TORNADO
2015-12-24 14:18:00.0,2015-12-24 15:45:00.0,KPHI,241418,WHUS51,SPECIAL MARINE
2015-12-24 14:33:00.0,2015-12-24 17:30:00.0,KGSP,241433,WGUS52,FLASH FLOOD
2015-12-24 14:40:00.0,2015-12-24 15:15:00.0,KBMX,241440,WFUS54,TORNADO
2015-12-24 14:42:00.0,2015-12-24 20:45:00.0,KFFC,241442,WGUS52,FLASH FLOOD
2015-12-24 14:53:00.0,2015-12-24 18:00:00.0,KBMX,241453,WGUS54,FLASH FLOOD
2015-12-24 14:57:00.0,2015-12-24 16:30:00.0,KLWX,241457,WHUS51,SPECIAL MARINE
2015-12-24 15:18:00.0,2015-12-24 18:15:00.0,KGSP,241518,WGUS52,FLASH FLOOD
2015-12-24 15:28:00.0,2015-12-24 19:30:00.0,KMOB,241528,WGUS54,FLASH FLOOD
2015-12-24 16:02:00.0,2015-12-24 19:00:00.0,KGSP,241602,WGUS52,FLASH FLOOD
2015-12-24 16:05:00.0,2015-12-24 16:30:00.0,KFFC,241605,WUUS52,SEVERE THUNDERSTORM
2015-12-24 16:17:00.0,2015-12-24 19:15:00.0,KBMX,241617,WGUS54,FLASH FLOOD
2015-12-24 16:25:00.0,2015-12-24 17:30:00.0,KLWX,241625,WHUS51,SPECIAL MARINE
2015-12-24 16:35:00.0,2015-12-24 17:00:00.0,KBMX,241635,WUUS54,SEVERE THUNDERSTORM
2015-12-24 16:42:00.0,2015-12-24 19:45:00.0,KBMX,241642,WGUS54,FLASH FLOOD
2015-12-24 16:45:00.0,2015-12-24 20:00:00.0,KBMX,241645,WGUS54,FLASH FLOOD
2015-12-24 17:25:00.0,2015-12-24 20:15:00.0,KGSP,241725,WGUS52,FLASH FLOOD
2015-12-24 17:30:00.0,2015-12-24 23:30:00.0,KFFC,241730,WGUS52,FLASH FLOOD
2015-12-24 17:53:00.0,2015-12-24 19:00:00.0,KBMX,241753,WGUS54,FLASH FLOOD
2015-12-24 18:01:00.0,2015-12-24 19:00:00.0,KILM,241801,WHUS52,SPECIAL MARINE
2015-12-24 18:24:00.0,2015-12-24 21:15:00.0,KFFC,241824,WGUS52,FLASH FLOOD
2015-12-24 18:28:00.0,2015-12-24 19:15:00.0,KFFC,241828,WFUS52,TORNADO
2015-12-24 18:29:00.0,2015-12-24 19:15:00.0,KAKQ,241829,WHUS51,SPECIAL MARINE
2015-12-24 18:43:00.0,2015-12-24 19:00:00.0,KTAE,241843,WFUS52,TORNADO
2015-12-24 18:53:00.0,2015-12-24 19:30:00.0,KAKQ,241853,WHUS51,SPECIAL MARINE
2015-12-24 18:53:00.0,2015-12-24 21:45:00.0,KTAE,241853,WGUS52,FLASH FLOOD
2015-12-24 18:59:00.0,2015-12-24 22:00:00.0,KBMX,241859,WGUS54,FLASH FLOOD
2015-12-24 18:59:00.0,2015-12-24 22:00:00.0,KBMX,241902,WGUS54,FLASH FLOOD
2015-12-24 19:04:00.0,2015-12-24 19:45:00.0,KFFC,241904,WFUS52,TORNADO
2015-12-24 19:25:00.0,2015-12-24 20:00:00.0,KFFC,241925,WUUS52,SEVERE THUNDERSTORM
2015-12-24 19:27:00.0,2015-12-24 22:30:00.0,KJAN,241927,WGUS54,FLASH FLOOD
2015-12-24 19:50:00.0,2015-12-24 22:45:00.0,KMOB,241950,WGUS54,FLASH FLOOD
2015-12-24 19:56:00.0,2015-12-24 20:45:00.0,KFFC,241956,WUUS52,SEVERE THUNDERSTORM
2015-12-24 20:37:00.0,2015-12-24 21:00:00.0,KAKQ,242037,WHUS51,SPECIAL MARINE
2015-12-24 20:49:00.0,2015-12-25 00:45:00.0,KMOB,242049,WGUS54,FLASH FLOOD
2015-12-24 21:07:00.0,2015-12-24 21:45:00.0,KTAE,242107,WFUS52,TORNADO
2015-12-24 21:07:00.0,2015-12-25 01:00:00.0,KMOB,242107,WGUS54,FLASH FLOOD
2015-12-24 21:09:00.0,2015-12-24 22:15:00.0,KCAE,242109,WUUS52,SEVERE THUNDERSTORM
2015-12-24 21:24:00.0,2015-12-24 22:15:00.0,KFFC,242124,WUUS52,SEVERE THUNDERSTORM
2015-12-24 21:45:00.0,2015-12-24 22:30:00.0,KCAE,242145,WUUS52,SEVERE THUNDERSTORM
2015-12-24 21:54:00.0,2015-12-25 04:00:00.0,KBMX,242154,WGUS54,FLASH FLOOD
2015-12-24 21:57:00.0,2015-12-24 23:00:00.0,KJAN,242157,WUUS54,SEVERE THUNDERSTORM
2015-12-24 22:06:00.0,2015-12-24 22:45:00.0,KFFC,242206,WUUS52,SEVERE THUNDERSTORM
2015-12-24 22:16:00.0,2015-12-25 01:15:00.0,KJAN,242216,WGUS54,FLASH FLOOD
2015-12-24 22:28:00.0,2015-12-24 23:30:00.0,KJAN,242228,WUUS54,SEVERE THUNDERSTORM
2015-12-24 22:34:00.0,2015-12-24 23:15:00.0,KLWX,242234,WHUS51,SPECIAL MARINE
2015-12-24 22:34:00.0,2015-12-25 04:30:00.0,KFFC,242234,WGUS52,FLASH FLOOD
2015-12-24 22:39:00.0,2015-12-24 23:30:00.0,KJAN,242239,WUUS54,SEVERE THUNDERSTORM
2015-12-24 22:44:00.0,2015-12-25 01:45:00.0,KMOB,242244,WGUS54,FLASH FLOOD
2015-12-24 23:15:00.0,2015-12-25 00:00:00.0,KSTO,242315,WFUS56,TORNADO
2015-12-24 23:22:00.0,2015-12-25 01:15:00.0,KTAE,242322,WGUS52,FLASH FLOOD
2015-12-24 23:22:00.0,2015-12-25 02:15:00.0,KMOB,242322,WGUS54,FLASH FLOOD
2015-12-24 23:28:00.0,2015-12-25 00:15:00.0,KJAN,242328,WUUS54,SEVERE THUNDERSTORM
2015-12-24 23:50:00.0,2015-12-25 05:45:00.0,KFFC,242350,WGUS52,FLASH FLOOD
2015-12-24 23:51:00.0,2015-12-25 00:30:00.0,KJAN,242351,WUUS54,SEVERE THUNDERSTORM
2015-12-25 00:00:00.0,2015-12-25 00:30:00.0,KSTO,250000,WFUS56,TORNADO
2015-12-25 00:32:00.0,2015-12-25 01:30:00.0,KJAN,250032,WUUS54,SEVERE THUNDERSTORM
2015-12-25 00:44:00.0,2015-12-25 01:00:00.0,KEKA,250044,WHUS56,SPECIAL MARINE
2015-12-25 00:46:00.0,2015-12-25 01:15:00.0,KTAE,250046,WFUS52,TORNADO
2015-12-25 01:06:00.0,2015-12-25 04:00:00.0,KJAN,250106,WGUS54,FLASH FLOOD
2015-12-25 01:10:00.0,2015-12-25 01:45:00.0,KTAE,250110,WFUS52,TORNADO
2015-12-25 01:19:00.0,2015-12-25 07:15:00.0,KFFC,250119,WGUS52,FLASH FLOOD
2015-12-25 02:00:00.0,2015-12-25 02:45:00.0,KJAN,250200,WUUS54,SEVERE THUNDERSTORM
2015-12-25 02:07:00.0,2015-12-25 06:00:00.0,KMOB,250207,WGUS54,FLASH FLOOD
2015-12-25 02:45:00.0,2015-12-25 03:30:00.0,KFFC,250245,WUUS52,SEVERE THUNDERSTORM
2015-12-25 02:48:00.0,2015-12-25 08:45:00.0,KMOB,250248,WGUS54,FLASH FLOOD
2015-12-25 02:59:00.0,2015-12-25 09:00:00.0,KMOB,250259,WGUS54,FLASH FLOOD
2015-12-25 03:38:00.0,2015-12-25 07:00:00.0,KBMX,250338,WGUS54,FLASH FLOOD
2015-12-25 03:57:00.0,2015-12-25 07:00:00.0,KBMX,250357,WGUS54,FLASH FLOOD
2015-12-25 04:56:00.0,2015-12-25 05:45:00.0,KPHI,250456,WHUS51,SPECIAL MARINE
2015-12-25 05:05:00.0,2015-12-25 06:00:00.0,KPHI,250505,WHUS51,SPECIAL MARINE
2015-12-25 05:06:00.0,2015-12-25 06:00:00.0,KSHV,250506,WUUS54,SEVERE THUNDERSTORM
2015-12-25 06:02:00.0,2015-12-25 06:30:00.0,KLZK,250602,WUUS54,SEVERE THUNDERSTORM
2015-12-25 06:46:00.0,2015-12-25 07:15:00.0,KLZK,250646,WUUS54,SEVERE THUNDERSTORM
2015-12-25 06:51:00.0,2015-12-25 07:15:00.0,KMEG,250651,WUUS54,SEVERE THUNDERSTORM
2015-12-25 06:55:00.0,2015-12-25 07:45:00.0,KJAN,250655,WUUS54,SEVERE THUNDERSTORM
2015-12-25 07:06:00.0,2015-12-25 10:00:00.0,KLZK,250706,WGUS54,FLASH FLOOD
2015-12-25 07:08:00.0,2015-12-25 07:45:00.0,KLZK,250708,WUUS54,SEVERE THUNDERSTORM
2015-12-25 07:08:00.0,2015-12-25 13:00:00.0,KFFC,250708,WGUS52,FLASH FLOOD
2015-12-25 07:08:00.0,2015-12-25 13:00:00.0,KBMX,250708,WGUS54,FLASH FLOOD
2015-12-25 07:14:00.0,2015-12-25 07:45:00.0,KMEG,250714,WUUS54,SEVERE THUNDERSTORM
2015-12-25 07:15:00.0,2015-12-25 13:15:00.0,KBMX,250715,WGUS54,FLASH FLOOD
2015-12-25 07:33:00.0,2015-12-25 08:00:00.0,KMEG,250733,WUUS54,SEVERE THUNDERSTORM
2015-12-25 07:54:00.0,2015-12-25 08:45:00.0,KLZK,250754,WUUS54,SEVERE THUNDERSTORM
2015-12-25 08:25:00.0,2015-12-25 11:30:00.0,KMEG,250825,WGUS54,FLASH FLOOD
2015-12-25 08:34:00.0,2015-12-25 09:00:00.0,KMEG,250834,WUUS54,SEVERE THUNDERSTORM
2015-12-25 08:42:00.0,2015-12-25 09:15:00.0,KMEG,250842,WUUS54,SEVERE THUNDERSTORM
2015-12-25 08:50:00.0,2015-12-25 09:30:00.0,KMOB,250850,WUUS54,SEVERE THUNDERSTORM
2015-12-25 08:54:00.0,2015-12-25 09:45:00.0,KMEG,250854,WUUS54,SEVERE THUNDERSTORM
2015-12-25 09:07:00.0,2015-12-25 09:45:00.0,KMEG,250907,WUUS54,SEVERE THUNDERSTORM
2015-12-25 09:34:00.0,2015-12-25 10:15:00.0,KMEG,250934,WUUS54,SEVERE THUNDERSTORM
2015-12-25 09:39:00.0,2015-12-25 13:30:00.0,KSHV,250939,WGUS54,FLASH FLOOD
2015-12-25 09:41:00.0,2015-12-25 13:30:00.0,KLZK,250941,WGUS54,FLASH FLOOD
2015-12-25 10:09:00.0,2015-12-25 11:00:00.0,KMEG,251009,WUUS54,SEVERE THUNDERSTORM
2015-12-25 11:26:00.0,2015-12-25 14:30:00.0,KMEG,251126,WGUS54,FLASH FLOOD
2015-12-25 13:05:00.0,2015-12-25 16:30:00.0,KLZK,251305,WGUS54,FLASH FLOOD
2015-12-25 13:15:00.0,2015-12-25 14:00:00.0,KMEG,251315,WUUS54,SEVERE THUNDERSTORM
2015-12-25 13:21:00.0,2015-12-25 16:15:00.0,KBMX,251321,WGUS54,FLASH FLOOD
2015-12-25 13:33:00.0,2015-12-25 17:00:00.0,KSHV,251333,WGUS54,FLASH FLOOD
2015-12-25 13:46:00.0,2015-12-25 14:30:00.0,KJAN,251346,WUUS54,SEVERE THUNDERSTORM
2015-12-25 13:48:00.0,2015-12-25 14:30:00.0,KBMX,251348,WUUS54,SEVERE THUNDERSTORM
2015-12-25 13:58:00.0,2015-12-25 14:30:00.0,KOHX,251358,WUUS54,SEVERE THUNDERSTORM
2015-12-25 14:24:00.0,2015-12-25 17:30:00.0,KMEG,251424,WGUS54,FLASH FLOOD
2015-12-25 14:33:00.0,2015-12-25 15:15:00.0,KJAN,251433,WFUS54,TORNADO
2015-12-25 14:37:00.0,2015-12-25 17:30:00.0,KMEG,251437,WGUS54,FLASH FLOOD
2015-12-25 14:40:00.0,2015-12-25 17:45:00.0,KLMK,251440,WGUS53,FLASH FLOOD
2015-12-25 14:49:00.0,2015-12-25 17:45:00.0,KLMK,251449,WGUS53,FLASH FLOOD
2015-12-25 14:57:00.0,2015-12-25 17:30:00.0,KJAN,251457,WGUS54,FLASH FLOOD
2015-12-25 15:06:00.0,2015-12-25 15:30:00.0,KJAN,251506,WFUS54,TORNADO
2015-12-25 15:07:00.0,2015-12-25 16:00:00.0,KMEG,251507,WUUS54,SEVERE THUNDERSTORM
2015-12-25 15:23:00.0,2015-12-25 18:30:00.0,KLMK,251523,WGUS53,FLASH FLOOD
2015-12-25 15:37:00.0,2015-12-25 17:30:00.0,KJAN,251537,WGUS54,FLASH FLOOD
2015-12-25 15:44:00.0,2015-12-25 16:30:00.0,KFFC,251544,WGUS52,FLASH FLOOD
2015-12-25 15:48:00.0,2015-12-25 21:45:00.0,KHUN,251548,WGUS54,FLASH FLOOD
2015-12-25 15:49:00.0,2015-12-25 18:45:00.0,KMRX,251549,WGUS54,FLASH FLOOD
2015-12-25 16:18:00.0,2015-12-25 16:45:00.0,KHUN,251618,WUUS54,SEVERE THUNDERSTORM
2015-12-25 16:30:00.0,2015-12-25 19:30:00.0,KBMX,251630,WGUS54,FLASH FLOOD
2015-12-25 16:32:00.0,2015-12-25 19:30:00.0,KMEG,251632,WGUS54,FLASH FLOOD
2015-12-25 16:35:00.0,2015-12-25 19:30:00.0,KFFC,251635,WGUS52,FLASH FLOOD
2015-12-25 16:38:00.0,2015-12-25 19:45:00.0,KMRX,251638,WGUS54,FLASH FLOOD
2015-12-25 16:42:00.0,2015-12-25 20:45:00.0,KJKL,251642,WGUS53,FLASH FLOOD
2015-12-25 16:48:00.0,2015-12-25 19:45:00.0,KFFC,251648,WGUS52,FLASH FLOOD
2015-12-25 16:51:00.0,2015-12-25 20:45:00.0,KHUN,251651,WGUS54,FLASH FLOOD
2015-12-25 16:58:00.0,2015-12-25 17:30:00.0,KHUN,251658,WUUS54,SEVERE THUNDERSTORM
2015-12-25 17:06:00.0,2015-12-25 20:00:00.0,KFFC,251706,WGUS52,FLASH FLOOD
2015-12-25 17:10:00.0,2015-12-25 20:30:00.0,KMEG,251710,WGUS54,FLASH FLOOD
2015-12-25 17:16:00.0,2015-12-25 21:15:00.0,KJKL,251716,WGUS53,FLASH FLOOD
2015-12-25 17:17:00.0,2015-12-25 20:15:00.0,KJAN,251717,WGUS54,FLASH FLOOD
2015-12-25 17:23:00.0,2015-12-25 20:15:00.0,KFFC,251723,WGUS52,FLASH FLOOD
2015-12-25 17:48:00.0,2015-12-25 23:45:00.0,KHUN,251748,WGUS54,FLASH FLOOD
2015-12-25 17:52:00.0,2015-12-25 20:45:00.0,KJAN,251752,WGUS54,FLASH FLOOD
2015-12-25 17:59:00.0,2015-12-25 21:00:00.0,KFFC,251759,WGUS52,FLASH FLOOD
2015-12-25 18:01:00.0,2015-12-25 21:00:00.0,KMEG,251801,WGUS54,FLASH FLOOD
2015-12-25 18:13:00.0,2015-12-25 21:15:00.0,KFFC,251813,WGUS52,FLASH FLOOD
2015-12-25 18:29:00.0,2015-12-25 22:30:00.0,KBMX,251829,WGUS54,FLASH FLOOD
2015-12-25 18:30:00.0,2015-12-26 00:30:00.0,KHUN,251830,WGUS54,FLASH FLOOD
2015-12-25 18:36:00.0,2015-12-25 21:30:00.0,KBMX,251836,WGUS54,FLASH FLOOD
2015-12-25 18:44:00.0,2015-12-25 21:45:00.0,KJAN,251844,WGUS54,FLASH FLOOD
2015-12-25 19:28:00.0,2015-12-26 01:30:00.0,KFFC,251928,WGUS52,FLASH FLOOD
2015-12-25 19:29:00.0,2015-12-26 01:30:00.0,KHUN,251929,WGUS54,FLASH FLOOD
2015-12-25 19:41:00.0,2015-12-26 01:45:00.0,KFFC,251941,WGUS52,FLASH FLOOD
2015-12-25 19:46:00.0,2015-12-25 22:45:00.0,KJAN,251946,WGUS54,FLASH FLOOD
2015-12-25 19:54:00.0,2015-12-26 02:00:00.0,KFFC,251954,WGUS52,FLASH FLOOD
2015-12-25 20:03:00.0,2015-12-26 02:00:00.0,KFFC,252003,WGUS52,FLASH FLOOD
2015-12-25 20:08:00.0,2015-12-25 23:00:00.0,KMEG,252008,WGUS54,FLASH FLOOD
2015-12-25 20:13:00.0,2015-12-25 23:15:00.0,KMEG,252013,WGUS54,FLASH FLOOD
2015-12-25 20:27:00.0,2015-12-25 23:30:00.0,KJAN,252027,WGUS54,FLASH FLOOD
2015-12-25 20:31:00.0,2015-12-25 21:15:00.0,KJAN,252031,WUUS54,SEVERE THUNDERSTORM
2015-12-25 20:31:00.0,2015-12-26 02:30:00.0,KRNK,252031,WGUS51,FLASH FLOOD
2015-12-25 20:34:00.0,2015-12-26 02:30:00.0,KHUN,252034,WGUS54,FLASH FLOOD
2015-12-25 20:39:00.0,2015-12-25 23:45:00.0,KJAN,252039,WGUS54,FLASH FLOOD
2015-12-25 20:41:00.0,2015-12-25 23:45:00.0,KMEG,252041,WGUS54,FLASH FLOOD
2015-12-25 20:50:00.0,2015-12-26 01:45:00.0,KBMX,252050,WGUS54,FLASH FLOOD
2015-12-25 21:15:00.0,2015-12-26 01:15:00.0,KLWX,252115,WGUS51,FLASH FLOOD
2015-12-25 21:35:00.0,2015-12-25 22:00:00.0,KBMX,252135,WFUS54,TORNADO
2015-12-25 21:40:00.0,2015-12-25 22:30:00.0,KJAN,252140,WUUS54,SEVERE THUNDERSTORM
2015-12-25 21:45:00.0,2015-12-25 23:45:00.0,KHUN,252145,WGUS54,FLASH FLOOD
2015-12-25 21:47:00.0,2015-12-25 22:30:00.0,KJAN,252147,WUUS54,SEVERE THUNDERSTORM
2015-12-25 21:49:00.0,2015-12-26 00:45:00.0,KBMX,252149,WGUS54,FLASH FLOOD
2015-12-25 21:51:00.0,2015-12-25 22:30:00.0,KJAN,252151,WFUS54,TORNADO
2015-12-25 21:54:00.0,2015-12-26 02:00:00.0,KLWX,252154,WGUS51,FLASH FLOOD
2015-12-25 22:14:00.0,2015-12-26 01:30:00.0,KBMX,252214,WGUS54,FLASH FLOOD
2015-12-25 22:24:00.0,2015-12-25 23:00:00.0,KBMX,252224,WFUS54,TORNADO
2015-12-25 22:27:00.0,2015-12-25 23:15:00.0,KJAN,252227,WUUS54,SEVERE THUNDERSTORM
2015-12-25 22:28:00.0,2015-12-26 01:30:00.0,KBMX,252228,WGUS54,FLASH FLOOD
2015-12-25 22:30:00.0,2015-12-26 01:30:00.0,KJAN,252230,WGUS54,FLASH FLOOD
2015-12-25 22:53:00.0,2015-12-26 00:00:00.0,KSHV,252253,WUUS54,SEVERE THUNDERSTORM
2015-12-25 22:55:00.0,2015-12-25 23:45:00.0,KBMX,252255,WFUS54,TORNADO
2015-12-25 23:16:00.0,2015-12-26 02:45:00.0,KHUN,252316,WGUS54,FLASH FLOOD
2015-12-25 23:17:00.0,2015-12-26 02:45:00.0,KHUN,252317,WGUS54,FLASH FLOOD
2015-12-25 23:25:00.0,2015-12-26 00:00:00.0,KBMX,252325,WFUS54,TORNADO
2015-12-25 23:44:00.0,2015-12-26 02:45:00.0,KBMX,252344,WGUS54,FLASH FLOOD
2015-12-26 00:11:00.0,2015-12-26 04:00:00.0,KBMX,260011,WGUS54,FLASH FLOOD
2015-12-26 00:30:00.0,2015-12-26 04:30:00.0,KBMX,260030,WGUS54,FLASH FLOOD
2015-12-26 00:38:00.0,2015-12-26 05:45:00.0,KBMX,260038,WGUS54,FLASH FLOOD
